amount,companyId,date,donorName,donorType,party,year,donor_has_won_tenders,amountString,dateOriginal
150.0,4403800430005,2018-02-27,"MASTER INŽENJERING DOO, BANJA LUKA",company,K-026 STRANKA SPAS,2018,True,,
80.0,4403800430005,2018-03-27,"MASTER INŽENJERING DOO, BANJA LUKA",company,K-026 STRANKA SPAS,2018,True,,
80.0,4403800430005,2018-01-30,"MASTER INŽENJERING DOO, BANJA LUKA",company,K-026 STRANKA SPAS,2018,True,,
70.0,4403800430005,2018-04-23,"MASTER INŽENJERING DOO, BANJA LUKA",company,K-026 STRANKA SPAS,2018,True,,
1500.0,4209669470003,2018-09-17,MAT-TRADE D.O.O.,company,K-008 SDP BIH,2018,True,,
500.0,4218700210006,2020-11-02,MBD DOO KREŠEVO,company,K-2711 SOCIJALDEMOKRATE BIH,2020,True,,
500.0,4600010650005,2022-10-20,MENDEŠ DOO,company,K-027 HDZ BIH,2022,True,,
500.0,4600010650005,2020-11-05,MENDEŠ DOO,company,K-027 HDZ BIH,2020,True,,
500.0,4218105410000,2022-12-31,MEPROMEX DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,True,,
500.0,4236073950005,2021-07-12,MERKEZ OIL DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2021,True,,
2500.0,4272221610002,2020-11-06,MESNA INDUSTRIJA RAKITNO D.O.O,company,K-2802 HRVATSKI NACIONALNI POMAK,2020,True,,
3000.0,4218227790008,2019-04-12,MGM FARM,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2019,True,,
1000.0,4218484410003,2018-09-04,MGV GRADNJA DOO,company,K-008 SDP BIH,2018,True,,
500.0,,2018-10-01,MAGIRADO,company,K-018 SDS,2018,,,
500.0,4263177890001,2020-11-12,MIRAL PVC D.O.O.,company,K-008 SDP BIH,2020,True,,
500.0,4263177890001,2022-09-08,MIRAL PVC D.O.O.,company,K-008 SDP BIH,2022,True,,
2000.0,4263177890001,2020-06-18,MIRAL PVC D.O.O.,company,K-1015 KLADUŠKA STRANKA PRIVREDNOG PROSPERITETA,2020,True,,
500.0,4263177890001,2022-08-12,MIRAL PVC D.O.O.,company,K-2423 POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,True,,
2000.0,4236017370004,2020-11-19,MIX COMPANY D.O.O KISELJAK,company,K-027 HDZ BIH,2020,True,,
1500.0,4209033680008,2022-12-31,MM KALESIC DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,True,,
2000.0,4227169300002,2018-03-13,MONTER-POBRIĆ D.O.O.,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,True,,
500.0,4254008010001,2018-05-30,N&N IVŠA D.O.O.,company,K-1182 SBB BIH,2018,True,,
400.0,4209398260008,2022-09-01,NOVOŠPED DOO TUZLA,company,K-008 SDP BIH,2022,True,,
3000.0,,2020-11-20,KULA  GRADAČAC,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,,,
123.0,4400135550003,2020-11-04,OPŠTINA BROD,company,K-2421 POKRET VOLIMO SRPSKU,2020,,,
200.0,4209134870002,2020-11-09,PAVIĆ-KOMERC DOO,company,K-2711 SOCIJALDEMOKRATE BIH,2020,True,,
500.0,4210092610003,2018-09-18,PLASTOFLEX D.O.O. GRAČANICA,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,True,,
5000.0,4218228760005,2018-07-04,POROBIC DOO,company,K-1182 SBB BIH,2018,True,,
3000.0,4227018270004,2018-03-13,POWER PROM D.O.O. MOSTAR,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,True,,
500.0,4263031500007,2020-10-14,PRIZMA D.O.O.,company,K-877 NAŠA STRANKA,2020,True,,
500.0,4202305500000,2018-08-06,PZU APOTEKA G-PHARM,company,K-2314 NEZAVISNI BLOK,2018,True,,
1000.0,4210416880009,2022-06-07,"PZU SPECIJALNA BOLNICA ""PLAVA MEDICAL GROUP"" SA POLIKLINIKOM TUZLA",company,K-008 SDP BIH,2022,True,,
2000.0,4209008650005,2020-10-20,RADIUS DOO,company,K-008 SDP BIH,2020,True,,
1500.0,4209008650005,2022-09-22,RADIUS DOO,company,K-008 SDP BIH,2022,True,,
500.0,4209008650005,2022-12-31,RADIUS DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,True,,
500.0,4210178840001,2019-05-21,REISCH SECURITY D.O.O.,company,K-2321 POKRET DEMOKRATSKE AKCIJE,2019,,,
5000.0,4200133460008,2020-10-02,RELAX TOURS D.O.O.,company,K-2317 NAROD I PRAVDA,2020,True,,
7000.0,4200133460008,2020-09-02,RELAX TOURS D.O.O.,company,K-2328 NEZAVISNA BH LISTA,2020,True,,
500.0,4209038300009,2020-10-28,RIVA DOO,company,K-513 STR.PEN.UMIROVLJENIKA BIH,2020,True,,
3000.0,4263006140004,2022-09-01,RIZ KRAJINA,company,K-2423 POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,True,,
5000.0,4200442090002,2018-09-28,ROBOT GENERAL TRADING CO DOO,company,K-882 A-SDA,2018,True,,
5000.0,4281014900008,2021-01-20,ROCO COMMERCE D.O.O. LIVNO,company,K-027 HDZ BIH,2021,True,,
300.0,4209066340008,2018-10-03,S.E-SARAJKA DOO ŽIVINICE,company,K-2321 POKRET DEMOKRATSKE AKCIJE,2018,True,,
300.0,4209988730000,2023-12-31,SAMIR INSPEKT DOO LUKAVAC,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2023,,,
200.0,,2020-06-24,SANIT D.O.O.,company,K-2711 SOCIJALDEMOKRATE BIH,2020,,,
100.0,4218396980002,2018-12-03,SARAČEVIĆ DOO,company,K-008 SDP BIH,2018,True,,
200.0,4336390230004,2020-08-26,SERVIS VULETA,company,K-027 HDZ BIH,2020,True,,
1000.0,4218022710001,2020-09-18,SIGMA-SK D.O.O.,company,K-027 HDZ BIH,2020,True,,
4000.0,4301862730008,2019-04-22,SKY MEDIA,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2019,True,,
2500.0,4301862730008,2018-09-21,SKY MEDIA,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,True,,
6200.0,,2018-10-02,SLOBODA,company,K-008 SDP BIH,2018,,,
2000.0,4404066620008,2020-10-16,"SPECIJALISTIČKI CENTAR "" S MEDICO CENTAR """,company,K-1182 SBB BIH,2020,True,,
6000.0,4236632790005,2019-09-19,SPORT-GMS D.O.O.,company,K-2321 POKRET DEMOKRATSKE AKCIJE,2019,True,,
6000.0,4236632790005,2018-08-28,SPORT-GMS D.O.O.,company,K-2321 POKRET DEMOKRATSKE AKCIJE,2018,True,,
300.0,4209165670001,2018-09-25,SRMA D.O.O. GRAČANICA,company,K-877 NAŠA STRANKA,2018,True,,
4350.0,4400563190003,2018-10-23,'STANIŠIĆ'' D.O.O.,company,K-461 DEMOKRATSKI NARODNI SAVEZ,2018,True,,
3000.0,4403334790004,2022-12-31,ŠIRBEGOVIĆ INŽENJERING,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,True,,
2500.0,4272040230003,2020-11-05,ŠIŠ PRIJEVOZI D.O.O.,company,K-2802 HRVATSKI NACIONALNI POMAK,2020,,,
12000.0,4401438660002,2022-05-18,TEHNIČKI REMONT BRATUNAC,company,K-3037 REPUBLIČKA STRANKA SRPSKE,2022,True,,
9000.0,4401438660002,2022-03-31,TEHNIČKI REMONT BRATUNAC,company,K-3037 REPUBLIČKA STRANKA SRPSKE,2022,True,,
7000.0,4401438660002,2022-02-09,TEHNIČKI REMONT BRATUNAC,company,K-3037 REPUBLIČKA STRANKA SRPSKE,2022,True,,
10000.0,4400835610007,2020-10-06,TEHNOPROM DOO,company,K-461 DEMOKRATSKI NARODNI SAVEZ,2020,True,,
4000.0,4200219930007,2022-06-08,TELOPTIC D.O.O.,company,K-008 SDP BIH,2022,True,,
300.0,4209339500003,2022-09-21,TERAKOP D.O.O.,company,K-008 SDP BIH,2022,True,,
500.0,4209339500003,2022-12-31,TERAKOP D.O.O.,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,True,,
250.0,4600092100008,2021-03-25,TERMOELEKTRO,company,K-2499 SLOBODNA STRANKA SRPSKE,2021,True,,
300.0,4600092100008,2020-11-06,TERMOELEKTRO,company,K-440 PDP,2020,True,,
300.0,4600092100008,2018-02-05,TERMOELEKTRO,company,K-440 PDP,2018,True,,
3000.0,4209086290007,2022-09-08,TERMOGLAS DOO,company,K-008 SDP BIH,2022,True,,
500.0,4218541740007,2022-05-26,TEŠANJSKI KISELJAK D.O.O. TEŠANJ,company,K-2317 NAROD I PRAVDA,2022,,,
3000.0,4236401980006,2023-10-11,THERMO FLUX D.O.O.,company,K-027 HDZ BIH,2023,True,,
300.0,4236605040002,2020-11-03,TIKOP D.O.O.,company,K-027 HDZ BIH,2020,True,,
2000.0,4218694650007,2019-01-04,TOLA COMPANY D.O.O.,company,K-2320 PLATFORMA ZA PROGRES,2019,,,
500.0,4236606280007,2020-09-22,TP-BENZ D.O.O.,company,K-027 HDZ BIH,2020,True,,
400.0,4218287260008,2018-09-19,TRANSEY DOO,company,K-008 SDP BIH,2018,True,,
100.0,,2018-09-06,TRGOPED,company,K-2328 NEZAVISNA BH LISTA,2018,,,
200.0,4209163890004,2019-05-16,TUZEX DOO,company,K-2321 POKRET DEMOKRATSKE AKCIJE,2019,True,,
100.0,4236638560001,2023-03-28,UDRUGA DRAGOVOLJACA I VETERANA DOMOVINSKOG RATA,company,K-027 HDZ BIH,2023,,,
100.0,4236638560001,2023-10-23,UDRUGA DRAGOVOLJACA I VETERANA DOMOVINSKOG RATA,company,K-027 HDZ BIH,2023,,,
800.0,4218040610006,2018-09-27,UNIGRADNJA DOO,company,K-008 SDP BIH,2018,True,,
1000.0,4227117090000,2022-09-26,UNIKOMERC DOO,company,K-2711 SOCIJALDEMOKRATE BIH,2022,True,,
500.0,4218239530001,2018-08-31,UNION-COMERC-CO,company,K-008 SDP BIH,2018,True,,
100.0,4202077280002,2021-04-06,UNI-PRODUCT D.O.O. SARAJEVO,company,K-2316 BOŠNJAČKI POKRET,2021,True,,
500.0,4209681680005,2020-09-14,UŽE COMMERCE D.O.O. TUZLA,company,K-2711 SOCIJALDEMOKRATE BIH,2020,True,,
1000.0,4209123590008,2020-10-26,VARIPLAST DOO,company,K-008 SDP BIH,2020,True,,
3000.0,4209123590008,2020-10-28,VARIPLAST DOO,company,K-008 SDP BIH,2020,True,,
1000.0,4210069390004,2018-10-30,VEGA-MIX SANITACIJA D.O.O.,company,K-008 SDP BIH,2018,True,,
200.0,4600050440003,2020-11-01,VOĆAR D.O.O. BRCKO,company,K-1698 DEMOKRATSKA FRONTA,2020,,,
3000.0,4254029520000,2022-09-02,"VODOPRIVREDA ""POSAVINA"" D.O.O",company,K-027 HDZ BIH,2022,True,,
1500.0,4272029000004,2020-10-14,VOKEL D.O.O.,company,K-027 HDZ BIH,2020,True,,
1000.0,4209660090003,2022-10-03,WOTRMANN  METAL  DOO,company,K-008 SDP BIH,2022,True,,
100.0,4281046340004,2021-03-23,ZABRIŠĆE B&M D.O.O.,company,K-027 HDZ BIH,2021,True,,
1500.0,4209200330006,2018-10-03,ZAHAREX DOO,company,K-008 SDP BIH,2018,True,,
1000.0,4209200330006,2018-07-18,ZAHAREX DOO,company,K-2321 POKRET DEMOKRATSKE AKCIJE,2018,True,,
1400.0,4202539080004,2020-12-31,ZAMEX DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,True,,
1000.0,4209329610005,2020-10-01,ZEKA-COMERC D.O.O.,company,K-008 SDP BIH,2020,True,,
300.0,4209329610005,2018-09-18,ZEKA-COMERC D.O.O.,company,K-2321 POKRET DEMOKRATSKE AKCIJE,2018,True,,
1500.0,4209062780003,2023-05-12,ZH-ZOLA DOO,company,K-008 SDP BIH,2023,True,,
250.0,4209062780003,2020-11-02,ZH-ZOLA DOO,company,K-008 SDP BIH,2020,True,,
500.0,4209062780003,2022-09-09,ZH-ZOLA DOO,company,K-008 SDP BIH,2022,True,,
500.0,4209062780003,2022-12-31,ZH-ZOLA DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,True,,
250.0,4209062780003,2020-12-31,ZH-ZOLA DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,True,,
1500.0,4209062780003,2023-12-31,ZH-ZOLA DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2023,True,,
2000.0,4209984310006,2021-02-19,ZLATNIK DOO,company,K-2321 POKRET DEMOKRATSKE AKCIJE,2021,True,,
1000.0,4209984310006,2021-11-12,ZLATNIK DOO,company,K-2321 POKRET DEMOKRATSKE AKCIJE,2021,True,,
1000.0,,2018-09-06,"""METALNA INDUSTRIJA AD PRIJEDOR""",company,K-1718 NARODNI DEMOKRATSKI POKRET,2018,,,
3000.0,,2023-12-31,ADEN DOO ŽIVINICE,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2023,,,
1000.0,,2022-10-27,AGENCIJA FINCON GRUDE,company,K-027 HDZ BIH,2022,,,
500.0,4218057690003,2018-09-12,TRGOŠPED D.O.O. KAKANJ,company,K-004 STRANKA ZA BIH,2018,True,,
1000.0,4310757000001,2018-09-24,APOTEKA MEDICA,company,K-004 STRANKA ZA BIH,2018,,,
3000.0,4320413290006,2022-09-16,ŠTAMPARIJA ELIF PRINT ZENICA,company,K-004 STRANKA ZA BIH,2022,True,,
1000.0,,2022-03-11,AGENCIJA FINCON GRUDE,company,K-027 HDZ BIH,2022,,,
200.0,4218015000007,2018-02-21,HIFA D.O.O. TEŠANJ,company,K-004 STRANKA ZA BIH,2018,True,,
500.0,,2022-04-29,AGENCIJA FINCON GRUDE,company,K-027 HDZ BIH,2022,,,
200.0,,2020-10-15,AKTIV PLUS,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,,,
1000.0,4218057690003,2018-09-05,TRGOŠPED D.O.O. KAKANJ,company,K-008 SDP BIH,2018,True,,
50000.0,,2023-03-30,ALFA GROUP DOO,company,K-3045 STRANKA ŽIVOT,2023,,,
200.0,,2020-10-16,AMEL-EH D.O.O.,company,K-877 NAŠA STRANKA,2020,,,
2000.0,,2022-09-02,APOTEKA MEDIFARM,company,K-008 SDP BIH,2022,,,
500.0,,2018-08-06,APOTEKA MEDIFARM,company,K-008 SDP BIH,2018,,,
500.0,4218856900002,2020-10-28,ART DELUX D.O.O. JELAH - TEŠANJ,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,True,,
300.0,4218856900002,2019-12-31,ART DELUX D.O.O. JELAH - TEŠANJ,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2019,True,,
300.0,4218856900002,2018-08-16,ART DELUX D.O.O. JELAH - TEŠANJ,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,True,,
2500.0,4218052620007,2018-02-23,AS D.O.O. JELAH TEŠANJ,company,K-008 SDP BIH,2018,True,,
1000.0,4218052620007,2018-08-23,AS D.O.O. JELAH TEŠANJ,company,K-004 STRANKA ZA BIH,2018,True,,
10000.0,,2020-10-27,AS HOLDING D.O.O.,company,K-2711 SOCIJALDEMOKRATE BIH,2020,,,
8000.0,,2020-11-11,AS HOLDING D.O.O.,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,,,
1000.0,4401118080008,2022-12-31,DOO ASIKS,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,True,,
500.0,,2020-12-31,AUTOPREVOZ ESSO ŽIVINICE,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,,,
1000.0,4272069480009,2020-12-15,AUTOTRANSPORT D.O.O. LJUBUŠKI,company,K-027 HDZ BIH,2020,True,,
10000.0,,2022-09-16,AVIO EXPRESS,company,K-2317 NAROD I PRAVDA,2022,,,
500.0,,2018-10-04,B.F.M. D.O.O.,company,K-1182 SBB BIH,2018,,,
500.0,,2023-04-28,B.L.G. D.O.O.,company,K-2747 SAVEZ PENZIONERA I POTOMAKA,2023,,,
3000.0,4227059110003,2022-12-31,BABIĆ,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,True,,
100.0,,2018-12-31,BADŽO-CCM D.O.O.ORAŠJE,company,K-769 HDZ 1990,2018,,,
1000.0,4300641780004,2022-06-09,BATISTUTI OBRTNIČKA DJELATNOST,company,K-008 SDP BIH,2022,True,,
1000.0,,2020-12-31,BEG OIL D.O.O.,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,,,
500.0,,2020-10-08,BEG OIL D.O.O.,company,K-1182 SBB BIH,2020,,,
500.0,,2018-09-11,BEMA BA DOO,company,K-2320 PLATFORMA ZA PROGRES,2018,,,
500.0,,2018-09-14,BF KOMERC DOO VELIKA KLADUŠA,company,K-008 SDP BIH,2018,,,
200.0,,2018-09-14,BF KOMERC DOO VELIKA KLADUŠA,company,K-008 SDP BIH,2018,,,
500.0,,2018-09-14,BF KOMERC DOO VELIKA KLADUŠA,company,K-028 DNZ KRAJIŠKA STRANKA,2018,,,
500.0,,2018-09-14,BF KOMERC DOO VELIKA KLADUŠA,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,,,
500.0,,2018-09-14,BF KOMERC DOO VELIKA KLADUŠA,company,K-1701 LABURISTIČKA STRANKA BIH,2018,,,
500.0,,2018-09-14,BF KOMERC DOO VELIKA KLADUŠA,company,K-882 A-SDA,2018,,,
1000.0,,2022-03-24,BH UDRUŽENJE ZA RAZV.UPRAVLJ.PROJEKT.PROGRAMIMA I PORTFELJIMA,company,K-2747-SAVEZ PENZIONERA I POTOMAKA,2022,,,
400.0,,2022-09-01,BIO PILE D.O.O. GRAČANICA,company,K-008 SDP BIH,2022,,,
3000.0,,2019-11-28,BIOS,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2019,,,
3000.0,,2018-09-14,BIOS,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,,,
2500.0,,2023-07-07,BISPROM DOO PRNJAVOR,company,K-70025 NARODNI FRONT,2023,,,
100.0,4200622150003,,BOA DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,,,,
1000.0,4200622150003,2020-12-31,BOA SARAJEVO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,,,
2000.0,,2019-12-31,BORAC DOO TRAVNIK,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2019,,,
8000.0,,2018-09-22,BOSMING D.O.O.,company,K-2314 NEZAVISNI BLOK,2018,,,
2500.0,,2018-03-21,BOSMING D.O.O.,company,K-2314 NEZAVISNI BLOK,2018,,,
500.0,,2020-11-11,BRENTA PELET MALAGIĆ EKO FINALI,company,K-2711 SOCIJALDEMOKRATE BIH,2020,,,
500.0,,2020-09-22,BUNDAVICA D.O.O.,company,K-2711 SOCIJALDEMOKRATE BIH,2020,,,
1000.0,,2018-09-28,BUSHEL,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,,,
1000.0,4263232820000,2020-11-11,DD ZA OSIGURANJE CAMELIJA BIHAĆ,company,K-008 SDP BIH,2020,True,,
3000.0,,2020-12-31,CENTAR ZA DRUŠTVENI AKTIVIZAM MOSTAR,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,,,
100.0,,2021-02-24,CITY PARK DD SARAJEVO,company,K-2323 DEMOKRATSKA STRANKA BIH,2021,,,
5000.0,,2022-09-12,CITY STAN D.O.O. BIHAĆ,company,K-2423 POKRET ZA MODERNU I AKTIVNU KRAJINU,2022,,,
1000.0,,2020-10-21,CITY STAN D.O.O. BIHAĆ,company,K-2423 POKRET ZA MODERNU I AKTIVNU KRAJINU,2020,,,
200.0,,2023-12-31,COMVERSUM DOO TUZLA,company,K-027 HDZ BIH,2023,,,
1000.0,,2019-12-31,ČEVABDŽINICA HARI,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2019,,,
500.0,,2022-12-31,ČOKOS DOO SARAJEVO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,,,
1000.0,,2018-09-11,ĆEVAPDŽINICA HARI,company,K-2314 NEZAVISNI BLOK,2018,,,
2000.0,4400430120002,2020-09-28,COPITRADE D.O.O.,company,K-008 SDP BIH,2020,True,,
3000.0,4218273630007,2022-09-01,ĆOSIĆPROMEX DOO ŽABLJAK,company,K-1705 HRVATSKA REPUBLIKANSKA STRANKA,2022,True,,
150.0,,2018-10-17,DAH OBRT DJ. ZA OBAVLJ. RA.US.,company,K-2320 PLATFORMA ZA PROGRES,2018,,,
500.0,,2021-03-03,DEMO MEDIA DOO TUZLA,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2021,,,
300.0,,2018-08-31,DENI TRGOVINE,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,,,
100.0,,2019-05-21,DENI TRGOVINE,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2019,,,
200.0,,2022-12-31,DENI TRGOVINE DOO BOSANSKI PETROVAC,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,,,
200.0,,2018-07-15,DESTILACIJA,company,K-018 SDS,2018,,,
1000.0,4218146010008,2022-10-10,DILAVER COMPAY D.O.O.,company,K-1698 DEMOKRATSKA FRONTA,2022,True,,
500.0,,2020-09-29,DISKO KLUB SITY,company,K-027 HDZ BIH,2020,,,
3000.0,,2022-12-31,DISTRIBUTIVNI CENTAR,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,,,
1000.0,,2018-08-17,DISTRIBUTIVNI CENTAR,company,K-008 SDP BIH,2018,,,
1000.0,,2018-08-17,DISTRIBUTIVNI CENTAR,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,,,
200.0,,2018-08-07,"DO-HAMIX DOO, GRADAČAC",company,K-2321 POKRET DEMOKRATSKE AKCIJE,2018,,,
150.0,,2020-11-11,DONLAGIC D.O.O.,company,K-008 SDP BIH,2020,,,
1000.0,,2019-08-27,"DOO ""EURO BENZ"" БАЊАЛУКА",company,K-1179 SAVEZ ZA DEMOKRATSKU SRPSKU,2019,,,
100.0,,2020-12-31,DOO ZA REVIZIJU I RAČUNOVODSTVO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,,,
2500.0,,2018-09-27,DRINJAČA,company,K-018 SDS,2018,,,
1000.0,,2021-03-11,DRUŠTVO ZA PROIZ. KOŽNE OBUĆE,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2021,,,
1000.0,,2019-12-31,DRUŠTVO ZA PROIZ. KOŽNE OBUĆE,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2019,,,
500.0,,2018-07-19,DRVO KOMERC PRIBINIĆ,company,K-018 SDS,2018,,,
10000.0,4400878340003,2021-06-15,DRVOPRODEX D.O.O.,company,K-515 SAVEZ NEZAVISNIH SOCIJALDEMOKRATA,2021,True,,
5000.0,,2020-11-03,DUTY SPED DOO,company,K-2317 NAROD I PRAVDA,2020,,,
200.0,,2018-09-24,DŽERTEX DOO KEREP,company,K-882 A-SDA,2018,,,
500.0,,2018-08-13,"DŽERTEX DOO, GRADAČAC",company,K-2321 POKRET DEMOKRATSKE AKCIJE,2018,,,
2000.0,,2018-10-02,EBH MALE HIDROELEKTRANE,company,K-008 SDP BIH,2018,,,
1000.0,,2018-11-27,ECOINVEST D.O.O.,company,K-1182 SBB BIH,2018,,,
1000.0,4209710530000,2018-10-05,EGLO RASVJETA BH D.O.O.,company,K-2321 POKRET DEMOKRATSKE AKCIJE,2018,True,,
500.0,,2018-09-24,EKO SERVIS,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,,,
300.0,,2022-09-01,EL WORK D.O.O. TUZLA,company,K-008 SDP BIH,2022,,,
1000.0,4218580480004,2022-11-08,ELCHY TEX D.O.O.,company,K-027 HDZ BIH,2022,True,,
200.0,,2018-08-31,ELEKTRO-KONTAKT,company,K-008 SDP BIH,2018,,,
500.0,,2020-11-05,ELVIS DOO,company,K-008 SDP BIH,2020,,,
300.0,,2020-10-15,EMA COMPANY,company,K-2317 NAROD I PRAVDA,2020,,,
1000.0,4209060060003,2022-09-26,EM-ONIKS,company,K-008 SDP BIH,2022,True,,
1000.0,4209060060003,2020-10-27,EM-ONIKS,company,K-008 SDP BIH,2020,True,,
1500.0,4600016420001,2020-10-29,ENERGY-BENTZ D.O.O. BRČKO,company,K-027 HDZ BIH,2020,True,,
1000.0,4600016420001,2022-10-12,ENERGY-BENTZ D.O.O. BRČKO,company,K-027 HDZ BIH,2022,True,,
500.0,4600016420001,2020-10-27,ENERGY-BENTZ D.O.O. BRČKO,company,K-1182 SBB BIH,2020,True,,
1000.0,4600016420001,2021-03-04,ENERGY-BENTZ D.O.O. BRČKO,company,K-2010 HRVATSKA SELJACKA STRANKA - BRACA RADIC,2021,True,,
500.0,4600016420001,2020-11-13,ENERGY-BENTZ D.O.O. BRČKO,company,K-2317 NAROD I PRAVDA,2020,True,,
300.0,4600016420001,2022-09-28,ENERGY-BENTZ D.O.O. BRČKO,company,K-2317 NAROD I PRAVDA,2022,True,,
500.0,4600016420001,2020-11-13,ENERGY-BENTZ D.O.O. BRČKO,company,K-440 PDP,2020,True,,
500.0,,2018-09-06,ENNAL STIL DOO,company,K-008 SDP BIH,2018,,,
1000.0,,2020-11-05,ENT-PRIMA D.O.O. BIHAĆ,company,K-2423 POKRET ZA MODERNU I AKTIVNU KRAJINU,2020,,,
500.0,,2020-10-27,EPEGDU БЕНТЗ,company,K-008 SDP BIH,2020,,,
300.0,,2020-10-26,EPEGDU БЕНТЗ Д.О.О.,company,K-1698 DEMOKRATSKA FRONTA,2020,,,
6000.0,4236576350005,2018-09-06,ETIROL D.O.O.,company,K-027 HDZ BIH,2018,True,,
200.0,,2018-09-18,EURO COMMERC D.O.O.,company,K-2314 NEZAVISNI BLOK,2018,,,
200.0,,2022-08-31,EURO COMMERCE,company,K-008 SDP BIH,2022,,,
200.0,,2018-09-18,EURO COMMERCE,company,K-008 SDP BIH,2018,,,
1000.0,,2022-12-31,EURO COMMERCE,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,,,
500.0,,2020-10-22,EURO COMMERCE,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,,,
300.0,,2022-12-31,EURO ITEX DOO VELIKA KLADUŠA,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2022,,,
10000.0,4218722020006,2022-11-02,"EURO-ROAL D.O.O, DOBOJ JUG",company,K-1182 SBB BIH,2022,True,,
500.0,,2023-06-22,EUROBENZ DOO BANJA LUKA,company,K-018 SDS,2023,,,
200.0,,2018-09-18,EUROCOMERC KALOŠEVIĆI TEŠANJ,company,K-004 STRANKA ZA BIH,2018,,,
300.0,,2018-09-11,EUROITEX,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,,,
250.0,,2020-10-21,EUROITEX,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,,,
10000.0,4403636700004,2022-11-02,EURO STIL D.O.O. DOBOJ,company,K-1182 SBB BIH,2022,True,,
5000.0,,2019-12-31,EXTRABLATT DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2019,,,
3000.0,,2018-09-28,EXTRABLATT DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2018,,,
100.0,,2020-10-23,FAANS & GROUP D.O.O.,company,K-2711 SOCIJALDEMOKRATE BIH,2020,,,
5000.0,,2020-12-31,FAB ARMADA DOO,company,K-090 STRANKA DEMOKRATSKE AKCIJE,2020,,,
2500.0,,2020-11-06,FARMA GLAMOČ D.O.O.,company,K-2802 HRVATSKI NACIONALNI POMAK,2020,,,
2500.0,,2020-11-05,FARMA GLAMOČ D.O.O.,company,K-2802 HRVATSKI NACIONALNI POMAK,2020,,,
150.0,,2023-12-31,FINTEAM DOO TUZLA,company,K-027 HDZ BIH,2023,,,
500.0,,2020-10-01,FISKUS D.O.O. VITEZ,company,K-027 HDZ BIH,2020,,,
